Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE GORBEA;ILUSTRE MUNICIPALIDAD DE GORBEA;1986452;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Gorbea;-39,10232162;-72,67542713;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2246;2014;Municipalidad de Gorbea;Municipalidad de Gorbea;null;null;null;null
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Barnechea;-33,36402271;-70,49366038;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;63,04;2014;RECIPET S.A. ;RECIPET S.A. ;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;757;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE ERCILLA;ILUSTRE MUNICIPALIDAD DE ERCILLA;1963668;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Ercilla;-38,06194667;-72,37654417;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2880;2014;Ilustre Municipalidad de Ercilla;Ilustre Municipalidad de Ercilla;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LOS LAGOS;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;911603;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Los Lagos;-39,86284572;-72,81706612;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Otros residuos no biodegradables;47;2014;servicio mecanizado de aseo y roce ltda.;servicio mecanizado de aseo y roce ltda.;null;null;null;null
Municipio;I MUNICIPALIDAD DE LOS LAGOS;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;911603;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Los Lagos;-39,86284572;-72,81706612;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;0,05;2014;Chilerecicla;Chilerecicla;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS SAUCES;ILUSTRE MUNICIPALIDAD DE LOS SAUCES;1964130;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Los Sauces;-37,97910453;-72,83447887;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3230;2014;JORGE HUGO ARNABOLDI CACERES ;JORGE HUGO ARNABOLDI CACERES ;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN;ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN;911203;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Atacama;Huasco;Alto del Carmen;-28,75944695;-70,48666641;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;298;2014;Municipalidad de Vallenar;Municipalidad de Vallenar;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE VICTORIA;ILUSTRE MUNICIPALIDAD DE VICTORIA;5441720;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Victoria;-38,23453588;-72,33118007;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Tierra y piedras;1584;2014;MUNICIPALIDAD DE VICTORIA;MUNICIPALIDAD DE VICTORIA;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE VICTORIA;ILUSTRE MUNICIPALIDAD DE VICTORIA;5441720;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Victoria;-38,23453588;-72,33118007;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;10560;2014;MUNICIPALIDAD DE VICTORIA;MUNICIPALIDAD DE VICTORIA;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;4085539;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;El Loa;San Pedro Atacama;-22,91053706;-68,20049751;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;118,4;2014;Ilustre Municipalidad de San Pedro de Atacama;Ilustre Municipalidad de San Pedro de Atacama;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE TOLTEN;ILUSTRE MUNICIPALIDAD DE TOLTÉN;1986454;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Toltén;-39,20432219;-73,2077484;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;4928;2014;Ilustre Municipalidad de Toltén;Ilustre Municipalidad de Toltén;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LA ESTRELLA;ILUSTRE MUNICIPALIDAD DE LA ESTRELLA;3023306;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;La Estrella;-34,20519613;-71,65473042;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;914;2014;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA.;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA.;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;879725;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Elqui;Vicuña;-30,03370532;-70,71353511;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5441;2014;HILTON BARAHONA Y CIA LTDA;HILTON BARAHONA Y CIA LTDA;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PURÉN;ILUSTRE MUNICIPALIDAD DE PURÉN;1964129;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Purén;-38,03243217;-73,07299625;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;6128;2014;Jorge Hugo Arnaboldi Cáceres;Jorge Hugo Arnaboldi Cáceres;null;null;null;null
Municipio;I MUNICIPALIDAD DE QUELLON;ILUSTRE MUNICIPALIDAD DE QUELLÓN;911612;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Quellón;-43,11828406;-73,61803638;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;779;2014;vertedro municipal de quellon;vertedro municipal de quellon;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;4053449;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Chacabuco;Tiltil;-33,08509068;-70,92901261;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;12104;2014;Aguas Andinas S.A.;Aguas Andinas S.A.;null;null;null;null
Municipio;I MUNICIPALIDAD DE AYSEN;ILUSTRE MUNICIPALIDAD DE AISÉN;5441028;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Aisén del General Carlos Ibañez del Campo;Aisén;Aisén;-45,40648593;-72,69852074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;432;2014;Sociedad Servicios Industriales Bahamonde Ltda.;Sociedad Servicios Industriales Bahamonde Ltda.;null;null;null;null
Municipio;I MUNICIPALIDAD DE LANCO;ILUSTRE MUNICIPALIDAD DE LANCO;1986194;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Lanco;-39,45102362;-72,77961193;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3552;2014;ilustre municipalidad de valdivia;ilustre municipalidad de valdivia;null;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1004;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;681;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;737;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;715;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LOS LAGOS;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;911603;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Los Lagos;-39,86284572;-72,81706612;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5622;2014;servicio mecanizado de aseo y roce ltda.;servicio mecanizado de aseo y roce ltda.;null;null;null;null
Municipio;I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;4085539;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;El Loa;San Pedro Atacama;-22,91053706;-68,20049751;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;59,2;2014;Ilustre Municipalidad de San Pedro de Atacama;Ilustre Municipalidad de San Pedro de Atacama;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE VALLENAR;ILUSTRE MUNICIPALIDAD DE VALLENAR;5441425;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Atacama;Huasco;Vallenar;-28,59107506;-70,7454202;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;25866,47;2014;ilustre municipalidad de Vallenar;ilustre municipalidad de Vallenar;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE CALAMA;ILUSTRE MUNICIPALIDAD DE CALAMA;881992;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;El Loa;Calama;-22,46331699;-68,92575004;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;48972,39;2014;SOCOAL CHILE;SOCOAL CHILE;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE MONTEPATRIA;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA;1937358;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Monte Patria;-30,69485211;-70,95753315;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9459;2014;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA ;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA ;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE MAIPU;ILUSTRE MUNICIPALIDAD DE MAIPÚ;4053444;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Maipú;-33,51069283;-70,76055684;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;48;2014;Sociedad General Rendering Chile S.A.;Sociedad General Rendering Chile S.A.;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;266,82;2014;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;null;null;null;null
Municipio;I MUNICIPALIDAD DE ANGOL;ILUSTRE MUNICIPALIDAD DE ANGOL;19771;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Angol;-37,81063268;-72,69341945;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;28800;2014;Ilustre Municipalidad Angol;Ilustre Municipalidad Angol;null;null;null;null
Municipio;I MUNICIPALIDAD DE QUELLON;ILUSTRE MUNICIPALIDAD DE QUELLÓN;911612;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Quellón;-43,11828406;-73,61803638;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;822;2014;vertedro municipal de quellon;vertedro municipal de quellon;null;null;null;null
Municipio;I MUNICIPALIDAD DE QUELLON;ILUSTRE MUNICIPALIDAD DE QUELLÓN;911612;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Quellón;-43,11828406;-73,61803638;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;815;2014;vertedro municipal de quellon;vertedro municipal de quellon;null;null;null;null
Municipio;I MUNICIPALIDAD DE QUELLON;ILUSTRE MUNICIPALIDAD DE QUELLÓN;911612;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Quellón;-43,11828406;-73,61803638;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;601,16;2014;vertedro municipal de quellon;vertedro municipal de quellon;null;null;null;null
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;0,75;2014;COPASUR;COPASUR;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2534;2014;I.MUNICIPALIDAD DE QUINTERO;I.MUNICIPALIDAD DE QUINTERO;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2606,5;2014;I.MUNICIPALIDAD DE QUINTERO;I.MUNICIPALIDAD DE QUINTERO;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2601;2014;I.MUNICIPALIDAD DE QUINTERO;I.MUNICIPALIDAD DE QUINTERO;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2654;2014;I.MUNICIPALIDAD DE QUINTERO;I.MUNICIPALIDAD DE QUINTERO;null;null;null;null
Municipio;I MUNICIPALIDAD DE SAN ANTONIO;ILUSTRE MUNICIPALIDAD DE SAN ANTONIO;4371794;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;San Antonio;-33,60149578;-71,61385463;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;2,83;2014;Reciclados Industriales S.A;Reciclados Industriales S.A;null;null;null;null
Municipio;I MUNICIPALIDAD DE PUCON;ILUSTRE MUNICIPALIDAD DE PUCÓN;1986456;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Pucón;-39,27225549;-71,97762564;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;197,2;2014;PLANETA LIMPIO;PLANETA LIMPIO;null;null;null;null
Municipio;I MUNICIPALIDAD DE PUCON;ILUSTRE MUNICIPALIDAD DE PUCÓN;1986456;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Pucón;-39,27225549;-71,97762564;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;75,5;2014;PLANETA LIMPIO;PLANETA LIMPIO;null;null;null;null
Municipio;I MUNICIPALIDAD DE COYHAIQUE;ILUSTRE MUNICIPALIDAD DE COIHAIQUE;911201;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Aisén del General Carlos Ibañez del Campo;Coihaique;Coihaique;-45,57236585;-72,07016959;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;18108;2014;Residuos Sólidos Coyhaique;Residuos Sólidos Coyhaique;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Talcahuano;-36,71480336;-73,11289469;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Madera distinta de la especificada en el código 20 01 37;0,5481;2014;I. Municipalidad de Talcahuano;I. Municipalidad de Talcahuano;Incineración con recuperación de energía;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;741;2014;I. MUNICIPALIDAD DE VALDIVIA;I. MUNICIPALIDAD DE VALDIVIA;Vertedero;null;null;null
Municipio;MUNICIPALIDAD DE LOS ANDES;ILUSTRE MUNICIPALIDAD DE LOS ANDES;4053494;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Los Andes;Los Andes;-32,83256982;-70,60018074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;6,83;2014;RECUPERADORA DE METALES CHILE;RECUPERADORA DE METALES CHILE;Pretratamiento de plásticos ;null;null;null
Municipio;MUNICIPALIDAD DE OVALLE;ILUSTRE MUNICIPALIDAD DE OVALLE;879726;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Ovalle;-30,60430669;-71,19698936;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;376;2014;Aguas del Valle S.A.;Aguas del Valle S.A.;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE CASABLANCA;ILUSTRE MUNICIPALIDAD DE CASABLANCA;4055173;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Casablanca;-33,31222442;-71,40886894;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;16,08;2014;MUNICIPALIDAD DE CASABLANCA;MUNICIPALIDAD DE CASABLANCA;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE VICTORIA;ILUSTRE MUNICIPALIDAD DE VICTORIA;5441720;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Victoria;-38,23453588;-72,33118007;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Otros residuos no biodegradables;120;2014;MUNICIPALIDAD DE VICTORIA;MUNICIPALIDAD DE VICTORIA;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE MELIPILLA;ILUSTRE MUNICIPALIDAD DE MELIPILLA;4055178;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Melipilla;Melipilla;-33,6858259;-71,21663668;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;553;2014;Verteredero de Popeta;Verteredero de Popeta;null;null;null;null
