Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE OVALLE;MUNICIPALIDAD DE OVALLE;879726;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Ovalle;19;289376;6612193;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);3;Otros residuos no biodegradables;Vertedero;Eliminación;491,91;Declaración;2019;;;Servicios Tasui S.A.;;
Municipio;ILUSTRE MUNICIPALIDAD DE OVALLE;MUNICIPALIDAD DE OVALLE;879726;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Ovalle;19;289376;6612193;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Recepción de Lodos en PTAS;Eliminación;14794;Declaración;2019;;;Aguas del Valle S.A.;;
Municipio;ILUSTRE MUNICIPALIDAD DE SAAVEDRA;I MUNICIPALIDAD DE SAAVEDRA;1965234;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Saavedra;18;639357;5705018;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;4500;Declaración;2019;;;sergio benigno suarez villa ;;
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Concepción;Talcahuano;18;668541;5935105;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Compostaje;Valorización;202,08;Declaración;2019;;;I. MUNICIPALIDAD DE TALCAHUANO;;
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Concepción;Talcahuano;18;668541;5935105;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;0;Declaración;2019;;;Pulired;;
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Concepción;Talcahuano;18;668541;5935105;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Reciclaje de metales;Valorización;0,11;Declaración;2019;;;Pulired;;
Municipio;ILUSTRE MUNICIPALIDAD DE VITACURA;I MUNICIPALIDAD DE VITACURA;4086144;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Vitacura;19;351075;6303353;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Preparación para reutilización;Valorización;828,68;Declaración;2019;;;Planta reciclaje LOmas Los Colorados;;
Municipio;ILUSTRE MUNICIPALIDAD DE VITACURA;I MUNICIPALIDAD DE VITACURA;4086144;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Vitacura;19;351075;6303353;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Preparación para reutilización;Valorización;269,68;Declaración;2019;;;Planta reciclaje LOmas Los Colorados;;
Municipio;ILUSTRE MUNICIPALIDAD DE NUEVA IMPERIAL;I MUNICIPALIDAD DE NUEVA IMPERIAL;1965232;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Nueva Imperial;18;677896;5709841;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;7650;Declaración;2019;;;Willy Aguayo Conus;;
Municipio;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;879725;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Elqui;Vicuña;19;334777;6676243;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de papel, cartón y productos de papel;Valorización;273,79;Declaración;2019;;;cristoro;;
Municipio;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;879725;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Elqui;Vicuña;19;334777;6676243;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de papel, cartón y productos de papel;Valorización;44,986;Declaración;2019;;;COANIQUEM;;
Municipio;ILUSTRE MUNICIPALIDAD DE PANGUIPULLI;I MUNICIPALIDAD DE PANGUIPULLI;911609;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Panguipulli;18;728549;5608404;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Preparación para reutilización;Valorización;159,7;Declaración;2019;;;SERVICIOS DE POLINIZACION JUAN PAULO CARRERA SANDOVAL E.I.R.L.;;
Municipio;ILUSTRE MUNICIPALIDAD DE PANGUIPULLI;I MUNICIPALIDAD DE PANGUIPULLI;911609;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Panguipulli;18;728549;5608404;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Preparación para reutilización;Valorización;12,44;Declaración;2019;;;SERVICIOS DE POLINIZACION JUAN PAULO CARRERA SANDOVAL E.I.R.L.;;
Municipio;ILUSTRE MUNICIPALIDAD DE ILLAPEL;ILUSTRE MUNICIPALIDAD DE ILLAPEL;879729;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Choapa;Illapel;19;294638;6498450;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;21910;Declaración;2019;;;Ventedero Quebrada Los Gallardos;;
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FERNANDO;ILUSTRE MUNICIPALIDAD DE SAN FERNANDO;4587736;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;19;317491;6171375;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;68,33;Declaración;2019;;;Cristalerías Toro reciclaje;;
Municipio;ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN;I MUNICIPALIDAD DE CONSTITUCION;3023790;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Talca;Constitución;18;735108;6087213;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;7,75;Declaración;2019;;;SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA;;
Municipio;ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN;I MUNICIPALIDAD DE CONSTITUCION;3023790;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Talca;Constitución;18;735108;6087213;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Reciclaje de metales;Valorización;0,15;Declaración;2019;;;SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA;;
Municipio;ILUSTRE MUNICIPALIDAD DE MOLINA;I MUNICIPALIDAD DE MOLINA;3023308;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Curicó;Molina;19;292226;6112016;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;16663;Declaración;2019;;;Demarco S.A ;;
Municipio;ILUSTRE MUNICIPALIDAD DE TOLTÉN;I MUNICIPALIDAD DE TOLTEN;1986454;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Toltén;18;654752;5659019;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;3;Residuos de limpieza viaria;Vertedero;Eliminación;5094;Declaración;2019;;;Ilustre Municipalidad de Tolten;;
Municipio;ILUSTRE MUNICIPALIDAD DE ANTOFAGASTA;I MUNICIPALIDAD DE ANTOFAGASTA;325219;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Antofagasta;Antofagasta;Antofagasta;19;357631;7385152;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;161812;Declaración;2019;;;Ilustre Municipalidad de Antofagasta;;
Municipio;ILUSTRE MUNICIPALIDAD DE MARIQUINA;I MUNICIPALIDAD DE MARIQUINA;1986195;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Mariquina;18;675126;5621437;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Preparación para reutilización;Valorización;2,4;Declaración;2019;;;Ingeniería y Construcción G2 ltda.;;
Municipio;EDIFICIO MUNICIPAL;I MUNICIPALIDAD DE PITRUFQUEN;5468864;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Pitrufquén;18;704635;5681992;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;6868,65;Declaración;2019;;;Servicios Arnaboldi Caceres Ltda.;;
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;5217,7;Declaración;2019;;;STERICYCLE URBANO SPA;;
Municipio;ILUSTRE MUNICIPALIDAD DE SANTA MARÍA;I MUNICIPALIDAD DE SANTA MARIA;4054475;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Felipe de Aconcagua;Santa María;19;344601;6375543;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;7567;Declaración;2019;;;Ilustre Municipalidad de Santa Maria;;
Municipio;ILUSTRE MUNICIPALIDAD DE CHOLCHOL;MUNICIPALIDAD DE CHOLCHOL;3280214;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Cholchol;18;687310;5725141;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;1500;Declaración;2019;;;Relleno Sanitario Nueva Imperial;;
Municipio;ILUSTRE MUNICIPALIDAD DE PICHIDEGUA;ILUSTRE MUNICIPALIDAD DE PICHIDEGUA;3784761;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cachapoal;Pichidegua;19;290137;6195709;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;0,037;Declaración;2019;;;Bionova;;
Municipio;MUNICIPALIDAD DE LA REINA;I MUNICIPALIDAD DE LA REINA;4053499;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Reina;19;357800;6297500;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Preparación para reutilización;Valorización;4,5;Declaración;2019;;;SOCIEDAD COMERCIAL E INDUSTRIAL TIMBERECCO Y COMPANIA LIMITADA;;
Municipio;ILUSTRE MUNICIPALIDAD DE LAGO RANCO;I MUNICIPALIDAD DE LAGO RANCO;911608;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;Lago Ranco;18;713919;5533554;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Vertedero;Eliminación;1946;Declaración;2019;;;I. Municipalidad de Lago Ranco;;
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;108,4;Declaración;2019;;;ECONCENTRA SPA;;
Municipio;ILUSTRE MUNICIPALIDAD DE EL MONTE;I MUNICIPALIDAD DE EL MONTE;253466;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Metropolitana de Santiago;Talagante;El Monte;19;316705;6271812;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Relleno sanitario;Eliminación;1,09;Declaración;2019;;;EMPRESA DE AGUA POTABLE MELIPILLA NORTE S.A.;;
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;4053494;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;Valparaíso;Los Andes;Los Andes;19;350228;6366140;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;29,81;Declaración;2019;;;Sustenta Limitada;;
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;4053494;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;Valparaíso;Los Andes;Los Andes;19;350228;6366140;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;1848,06;Declaración;2019;;;I. Municipalidad de Los Andes;;
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;4053494;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;Valparaíso;Los Andes;Los Andes;19;350228;6366140;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;23503,66;Declaración;2019;;;I. Municipalidad de Los Andes;;
Municipio;ILUSTRE MUNICIPALIDAD DE CARAHUE;I MUNICIPALIDAD DE CARAHUE;1965233;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Carahue;18;659610;5713559;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;6200;Declaración;2019;;;SERGIO SUAREZ VILLA;;
Municipio;ILUSTRE MUNICIPALIDAD DE COCHRANE;ILUSTRE MUNICIPALIDAD DE COCHRANE;4085311;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibáñez del Campo;Capitán Prat;Cochrane;18;683636;4763800;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;2430;Declaración;2019;;;ILUSTRE MUNICIPALIDAD DE COCHRANE;;
Municipio;ILUSTRE MUNICIPALIDAD DE OVALLE;MUNICIPALIDAD DE OVALLE;879726;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Ovalle;19;289376;6612193;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;13,4;Declaración;2019;;;Reciclajes Diaz;;
Municipio;ILUSTRE MUNICIPALIDAD DE OVALLE;MUNICIPALIDAD DE OVALLE;879726;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Ovalle;19;289376;6612193;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;14,9;Declaración;2019;;;Ecoelqui Reciclados;;
Municipio;ILUSTRE MUNICIPALIDAD DE OVALLE;MUNICIPALIDAD DE OVALLE;879726;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Ovalle;19;289376;6612193;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;5,7;Declaración;2019;;;Ecoelqui Reciclados;;
Municipio;I MUNICIPALIDAD DE CONCON;I MUNICIPALIDAD DE CONCON;5465466;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Concón;19;264736;6354721;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Preparación para reutilización;Valorización;2,6698;Declaración;2019;;;PABLO NIÑO BASTIAS;;
Municipio;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;4053447;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Metropolitana de Santiago;Santiago;Renca;19;341643;6302487;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Preparación para reutilización;Valorización;0,03;Declaración;2019;;;IDEATEC SPA;;
Municipio;ILUSTRE MUNICIPALIDAD DE PANGUIPULLI;I MUNICIPALIDAD DE PANGUIPULLI;911609;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Panguipulli;18;728549;5608404;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Reciclaje de Residuos voluminosos;Valorización;7,88;Declaración;2019;;;RECHTRONIC SPA;;
Municipio;ILUSTRE MUNICIPALIDAD DE LA LIGUA;I MUNICIPALIDAD DE LA LIGUA;881994;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Petorca;La Ligua;19;290221;6407507;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Reciclaje de papel, cartón y productos de papel;Valorización;35,783;Declaración;2019;;;La Catita;;
Municipio;ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ;I MUNICIPALIDAD DE FUTALEUFU;325229;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Lagos;Palena;Futaleufú;19;266954;5214513;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Pretratamiento de Vidrio;Valorización;60;Declaración;2019;;;ILUSTRE MUNICIPALIDAD DE FUTALEUFU;;
Municipio;ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ;I MUNICIPALIDAD DE FUTALEUFU;325229;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Lagos;Palena;Futaleufú;19;266954;5214513;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;50;Declaración;2019;;;ILUSTRE MUNICIPALIDAD DE FUTALEUFU;;
Municipio;ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ;I MUNICIPALIDAD DE FUTALEUFU;325229;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Lagos;Palena;Futaleufú;19;266954;5214513;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Pretratamiento de Neumáticos Fuera de Uso;Valorización;5;Declaración;2019;;;ILUSTRE MUNICIPALIDAD DE FUTALEUFU;;
Municipio;ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ;I MUNICIPALIDAD DE FUTALEUFU;325229;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Lagos;Palena;Futaleufú;19;266954;5214513;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Compostaje;Valorización;120;Declaración;2019;;;ILUSTRE MUNICIPALIDAD DE FUTALEUFU;;
Municipio;ILUSTRE MUNICIPALIDAD DE CUNCO;I MUNICIPALIDAD DE CUNCO;1986450;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Cunco;18;757193;5686491;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;3100;Declaración;2019;;;VERTEDERO MUNICIPAL DE CUNCO;;
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coinco;19;320323;6206213;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;200,84;Declaración;2019;;;MUNICIPALIDAD DE COINCO;;
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coinco;19;320323;6206213;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;100,42;Declaración;2019;;;MUNICIPALIDAD DE COINCO;;
