"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"region";"comuna";"ciiu6";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Generador Municipal";"I MUNICIPALIDAD DE ALHUE";"ILUSTRE MUNICIPALIDAD DE ALHUÉ";4055180;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Alhué";"Actividades de la administración pública en general";19;"-30,06055";"-62,32134";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";113,53;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE ALHUE";"ILUSTRE MUNICIPALIDAD DE ALHUÉ";4055180;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Alhué";"Actividades de la administración pública en general";19;"-30,06055";"-62,32134";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";193,791;"Declaración";2020;"5473212";"VERTEDERO POPETA";"I MUNICIPALIDAD DE MELIPILLA";"Melipilla";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CURACAVI";"ILUSTRE MUNICIPALIDAD DE CURACAVI";5477295;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Curacaví";"Actividades de la administración pública en general";19;"-30,01294";"-63,01719";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";112,46;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CURACAVI";"ILUSTRE MUNICIPALIDAD DE CURACAVI";5477295;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Curacaví";"Actividades de la administración pública en general";19;"-30,01294";"-63,01719";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";13769,27;"Declaración";2020;"3921963";"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";2607,22;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";1202,209;"Declaración";2020;"5473212";"VERTEDERO POPETA";"I MUNICIPALIDAD DE MELIPILLA";"Melipilla";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";0,215;"Declaración";2020;"5466728";"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca";"Residuos de plásticos (excepto embalajes)";"Valorización";6,98;"Declaración";2020;"5459831";"INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA";"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";49,683;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";13,96;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";15,526;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Valorización";8,539;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Actividades de la administración pública en general";"Metropolitana de Santiago";"María Pinto";"Actividades de la administración pública en general";19;"-30,02741";"-62,89302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";3,882;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";4055179;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"San Pedro";"Actividades de mantenimiento del orden público y de seguridad";19;"-27,72878";"-62,46849";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";2540,3;"Declaración";2020;"5473370";"CITELUM CHILE MAIPU";"CITELUM CHILE SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Disposición final";888;"Declaración";2020;"5474908";"PLANTA EL PARRONAL";"EMPRESA DE AGUA POTABLE MELIPILLA NORTE";"Melipilla";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje";1,525;"Declaración";2020;"5466728";"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";15129,07;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";8,76;"Declaración";2020;"5467294";"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A";"Valparaíso";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";82,365;"Declaración";2020;"1967";"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";102,79;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Valorización";27,292;"Declaración";2020;"null";"null";"null";"null";"null"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";139,443;"Declaración";2020;"5462303";"SOREPA ANTOFAGASTA";"SOC RECUPERADORA DE PAPEL SPA";"Antofagasta";"Antofagasta"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";1,43;"Declaración";2020;"5467294";"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A";"Valparaíso";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"El Monte";"Actividades de mantenimiento del orden público y de seguridad";19;"-31,16705";"-62,71812";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";30,86;"Declaración";2020;"5467545";"DIFEZA | LA PINTANA";"COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";4053452;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Isla de Maipo";"Actividades de la administración pública en general";19;"-32,24007";"-62,64334";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";96,625;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";4053452;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Isla de Maipo";"Actividades de la administración pública en general";19;"-32,24007";"-62,64334";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";154742,4;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";2,1;"Declaración";2020;"5472230";"PLANTA EKUFAL CASABLANCA";"EKUFAL SPA";"Casablanca";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";1,26;"Declaración";2020;"5459831";"INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA";"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Recepción de Lodos en PTAS";5177,797;"Declaración";2020;"4586085";"PLANTA EL TREBAL";"SOC PETREOS S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";0,146;"Declaración";2020;"5467277";"RECICLADOS INDUSTRIALES LA PINTANA";"RECICLADOS INDUSTRIALES S.A";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";5,32;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";66,625;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";"Actividades de la administración pública en general";19;"-33,30842";"-62,83316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";37642,68;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";1,234;"Declaración";2020;"null";"Destinatario Final";"BIOPROCESS CHILE SPA";"San Joaquín";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";7,581;"Declaración";2020;"4989";"PLANTA COLINA";"ACEROS AZA S.A.";"Colina";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";33,305;"Declaración";2020;"5458853";"SOREPA PUDAHUEL";"SOC RECUPERADORA DE PAPEL SPA";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";11,779;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";94,932;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";"Actividades de la administración pública en general";19;"-32,23839";"-62,79867";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";42929,11;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"MUNICIPALIDAD DE CORRAL";"ILUSTRE MUNICIPALIDAD DE CORRAL";1986193;"Actividades de la administración pública en general";"Los Ríos";"Corral";"Actividades de la administración pública en general";18;"-63,34099";"-55,83433";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";0,001;"Declaración";2020;"4587637";"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA";"Valdivia";"Los Ríos"
"Generador Municipal";"I MUNICIPALIDAD DE MAFIL";"ILUSTRE MUNICIPALIDAD DE MÁFIL";1986196;"Actividades de la administración pública en general";"Los Ríos";"Máfil";"Actividades de la administración pública en general";18;"-67,75233";"-56,07440";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";1904,856;"Declaración";2020;"4587637";"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA";"Valdivia";"Los Ríos"
"Generador Municipal";"I MUNICIPALIDAD DE MARIQUINA";"ILUSTRE MUNICIPALIDAD DE MARIQUINA";1986195;"Actividades de la administración pública en general";"Los Ríos";"Mariquina";"Actividades de la administración pública en general";18;"-67,75126";"-56,21437";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Preparación para reutilización";0,21;"Declaración";2020;"5469635";"BODEGA G2 LTDA";"INGENIERIA Y CONSTRUCCION G2 LIMITADA";"Valdivia";"Los Ríos"
