"tipo_o_rol_establecimiento";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"ciiu6";"region";"comuna";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_trazabilidad";"region_destinatario"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";-70,9274262;"-33.66519444";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje";0,75;"Declaración";2021;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE QUELLON";"ILUSTRE MUNICIPALIDAD DE QUELLÓN";911612;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Quellón";-73,61803638;"-43.11828406";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";0,729;"Declaración";2021;NA;"VICTOR GONZALO TECA CARDENAS";"VICTOR GONZALO TECA CARDENAS";"Quellón";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD ESTACION CENTRAL";"ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL";4085309;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Estación Central";-70,68959133;"-33.45415464";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento (I.R.A.R.)";0,698;"Declaración";2021;5471252;"CENTRO DE ACOPIO Y VALORIZACION";"REMBRE SPA.";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD ESTACION CENTRAL";"ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL";4085309;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Estación Central";-70,68959133;"-33.45415464";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";0,691;"Declaración";2021;5471252;"CENTRO DE ACOPIO Y VALORIZACION";"REMBRE SPA.";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";0,675;"Declaración";2021;NA;"DESTINATARIO FINAL";"MAS PUNTO SERVICIOS AMBIENTALES LIMITADA";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUCHUNCAVI";"ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ";4055168;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Puchuncaví";-71,41615266;"-32.7264243";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento (I.R.A.R.)";0,675;"Declaración";2021;NA;"DESTINATARIO FINAL";"SOCIEDAD COMERCIAL DE SERVICIOS DE RECICLAJE INTEGRAL LIMITADA";"Quintero";"Valparaíso"
"Generador Municipal";"MUNICIPALIDAD DE HUALPEN";"ILUSTRE MUNICIPALIDAD DE HUALPÉN";339059;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Hualpén";-73,099412;"-36.792152";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje";0,67;"Declaración";2021;5467276;"RECICLADOS INDUSTRIALES TALCAHUANO";"RECICLADOS INDUSTRIALES S.A";"Talcahuano";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE ATACAMA";4085539;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Antofagasta";"San Pedro de Atacama";-68,20049751;"-22.91053706";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";0,657;"Declaración";2021;5471252;"CENTRO DE ACOPIO Y VALORIZACION";"REMBRE SPA.";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";-70,95753315;"-30.69485211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";0,65;"Declaración";2021;NA;"CONSTRUCTORA Y ALUMINIOS DIAZ SPA";"CONSTRUCTORA Y ALUMINIOS DIAZ SPA";"Ovalle";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE PARRAL";"ILUSTRE MUNICIPALIDAD DE PARRAL";3770460;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Parral";-70,74232428;"-33.73094111";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de papel, cartón y productos de papel";0,6;"Declaración";2021;5461860;"SOREPA TALCA";"SOC RECUPERADORA DE PAPEL SPA";"Talca";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE CURACAVI";"ILUSTRE MUNICIPALIDAD DE CURACAVI";5477295;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Curacaví";-71,13674434;"-33.40548482";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje";0,59;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento (I.R.A.R.)";0,583;"Declaración";2021;NA;"DESTINATARIO FINAL";"MAS PUNTO SERVICIOS AMBIENTALES LIMITADA";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";4085310;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Magallanes y de la Antártica Chilena";"Cabo de Hornos (Ex-Navarino)";-67,61397241;"-54.9361275";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Basural";0,574;"Declaración";2021;4085310;"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"Cabo de Hornos";"Magallanes y de la Antártica Chilena"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";-70,95753315;"-30.69485211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de plásticos";0,572;"Declaración";2021;5472004;"ECO 360";"GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ";"Coquimbo";"Coquimbo"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";-70,9274262;"-33.66519444";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de papel, cartón y productos de papel";0,554;"Declaración";2021;5467286;"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD ESTACION CENTRAL";"ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL";4085309;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Estación Central";-70,68959133;"-33.45415464";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";0,5475;"Declaración";2021;5471252;"CENTRO DE ACOPIO Y VALORIZACION";"REMBRE SPA.";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";-70,8226315;"-33.57645441";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";0,516;"Declaración";2021;5467286;"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE TUCAPEL";"MUNICIPALIDAD DE TUCAPEL";3022599;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Tucapel";-71,9512158;"-37.29230732";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de papel, cartón y productos de papel";0,51;"Declaración";2021;NA;"INVERSIONES K3M SPA";"INVERSIONES K3M SPA";"Yungay";"Ñuble"
"Generador Municipal";"I MUNICIPALIDAD DE COQUIMBO";"ILUSTRE MUNICIPALIDAD DE COQUIMBO";879934;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Coquimbo";-71,33892271;"-29.95900321";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";0,507;"Declaración";2021;5472004;"ECO 360";"GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ";"Coquimbo";"Coquimbo"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Renca";-70,70291266;"-33.40527419";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35";"Pretratamiento de Aparatos Eléctricos y Electrónicos";0,506;"Declaración";2021;5473148;"TRAPEROS SAN LUIS";"CORP URRACAS";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE COIHUECO";"ILUSTRE MUNICIPALIDAD DE COIHUECO";1762916;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Ñuble";"Coihueco";-71,83133186;"-36.62850172";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Pretratamiento (I.R.A.R.)";0,5;"Declaración";2021;NA;"RECICLICK SPA";"RECICLICK SPA";"Coelemu";"Ñuble"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";-70,8226315;"-33.57645441";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Co-procesamiento";0,5;"Declaración";2021;5472230;"PLANTA EKUFAL CASABLANCA";"EKUFAL SPA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";8356;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"El Bosque";-70,66575989;"-33.55575997";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";0,48;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE EL TABO";"ILUSTRE MUNICIPALIDAD DE EL TABO";4055184;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"El Tabo";-71,61923742;"-33.49186587";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";0,48;"Declaración";2021;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Renca";-70,70291266;"-33.40527419";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";0,48;"Declaración";2021;5461524;"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S.A.";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LO PRADO";"ILUSTRE MUNICIPALIDAD DE LO PRADO";4085308;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Lo Prado";-70,71862552;"-33.44365519";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Relleno sanitario";0,478;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";4055182;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Santo Domingo";-71,6280527;"-33.63583343";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje";0,46;"Declaración";2021;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"MUNICIPALIDAD DE HUALPEN";"ILUSTRE MUNICIPALIDAD DE HUALPÉN";339059;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Hualpén";-73,099412;"-36.792152";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Ropa";"Valorización";0,45;"Declaración";2021;5467276;"RECICLADOS INDUSTRIALES TALCAHUANO";"RECICLADOS INDUSTRIALES S.A";"Talcahuano";"Biobío"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"La Serena";-71,25059803;"-29.90211211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";0,446;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Viña del Mar";-71,55374101;"-33.02346101";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje";0,425;"Declaración";2021;NA;"DESTINATARIO FINAL";"NÚCLEO VERDE SPA";"Viña del Mar";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE SAN ANTONIO";"ILUSTRE MUNICIPALIDAD DE SAN ANTONIO";4371794;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Antonio";-71,61385463;"-33.60149578";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";0,419;"Declaración";2021;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Viña del Mar";-71,55374101;"-33.02346101";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";0,418;"Declaración";2021;NA;"DESTINATARIO FINAL";"MAGGLIO PABLO ARANDA NUNEZ";"Quilpué";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";-71,25800122;"-30.83387316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";0,4;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento (I.R.A.R.)";0,398;"Declaración";2021;5480423;"CENTRO INCLUSIVO DE RECICLAJE";"ASESORIAS Y SERVICIOS KYKLOS SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";-70,8226315;"-33.57645441";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";0,395;"Declaración";2021;5479311;"ECOPLASTI LIMITADA";"ECOPLASTI LIMITADA";"Coquimbo";"Coquimbo"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";-70,9274262;"-33.66519444";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";0,394;"Declaración";2021;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A";"Valparaíso";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE PADRE LAS CASAS";"ILUSTRE MUNICIPALIDAD PADRE LAS CASAS";5461636;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Padre Las Casas";-72,59765468;"-38.77322986";"Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios)";"Residuos de la investigación, diagnóstico, tratamiento o prevención de enfermedades de animales";"Objetos cortantes y punzantes (excepto el código 18 02 02)";"";0,3902;"Declaración";2021;9604;"PROCESOS SANITARIOS";"PROCESOS SANITARIOS S P A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LAS CONDES";"ILUSTRE MUNICIPALIDAD DE LAS CONDES";4053497;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Las Condes";-70,59474808;"-33.41616322";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";0,39;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO";"ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO";4587535;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Atacama";"Diego de Almagro";-70,32208229;"-27.37200578";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Basural";0,39;"Declaración";2021;5485250;"VERTEDERO MUNICIPAL";"ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO";"Diego de Almagro";"Atacama"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";0,387;"Declaración";2021;5480423;"CENTRO INCLUSIVO DE RECICLAJE";"ASESORIAS Y SERVICIOS KYKLOS SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUTAENDO";"ILUSTRE MUNICIPALIDAD DE PUTAENDO";4054473;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Putaendo";-70,71634118;"-32.62635159";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";0,383;"Declaración";2021;5471236;"BASTIAS IBARRA";"RECICLAJES BASTIAS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"MUNICIPALIDAD DE HUALPEN";"ILUSTRE MUNICIPALIDAD DE HUALPÉN";339059;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Hualpén";-73,099412;"-36.792152";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Valorización";0,382;"Declaración";2021;5467276;"RECICLADOS INDUSTRIALES TALCAHUANO";"RECICLADOS INDUSTRIALES S.A";"Talcahuano";"Biobío"
