"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GALVARINO";"ILUSTRE MUNICIPALIDAD DE GALVARINO";1965230;"Municipio";"Araucanía";"Cautín";"Galvarino";18;693649;5746490;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";133,92;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Municipio";"Metropolitana";"Talagante";"Talagante";19;321298;6273299;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";94,38;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Municipio";"Metropolitana";"Talagante";"Talagante";19;321298;6273299;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";28418;"Declaración";2018;97614;"RELLENO SANITARIO SANTA MARTA";"CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA";"Talagante";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LLAILLAY";"I MUNICIPALIDAD DE LLAY LLAY";4055165;"Municipio";"Valparaíso";"San Felipe de Aconcagua";"Llaillay";19;317020;6364597;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";8352,08;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN BERNARDO";"I MUNICIPALIDAD DE SAN BERNARDO";323796;"Municipio";"Metropolitana";"Maipo";"San Bernardo";19;342119;6281421;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";69;"Declaración";2018;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ALGARROBO";"ILUSTRE MUNICIPALIDAD DE ALGARROBO";4055175;"";"Valparaíso";"San Antonio";"Algarrobo";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";12,01;"Declaración";2018;5460788;"ULTRAPAC SUDAMERICA SA";"ULTRA PAC SUDAMERICA S A | ULTRAPAC SUDAMERICA SA";"Pudahuel";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Municipio";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";210,08;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"MUNICIPALIDAD DE PROVIDENCIA";"I MUNICIPALIDAD DE PROVIDENCIA";4585273;"Municipio";"Metropolitana";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";280,2;"Declaración";2018;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Municipio";"Metropolitana";"Talagante";"Talagante";19;321298;6273299;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje";"Valorización";10,367;"Declaración";2018;5462818;"RECUPAC SUCURSAL LA SERENA";"RECUPAC S A | RECUPAC SUCURSAL LA SERENA";"La Serena";"Coquimbo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAUTARO";"I MUNICIPALIDAD DE LAUTARO";5441717;"Municipio";"Araucanía";"Cautín";"Lautaro";18;723193;5732152;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";8933;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE OVALLE";"MUNICIPALIDAD DE OVALLE";879726;"Municipio";"Coquimbo";"Limarí";"Ovalle";19;289376;6612193;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";11,3;"Declaración";2018;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL S A | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";"I MUNICIPALIDAD DE PANGUIPULLI";911609;"Municipio";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";70;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHILLÁN";"I MUNICIPALIDAD DE CHILLAN";4587735;"Municipio";"Biobío";"Ñuble";"Chillán";18;759040;5944934;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";33,75;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"MUNICIPALIDAD DE LA REINA";"ILUSTRE MUNICIPALIDAD DE LA REINA";4053499;"Municipio";"Metropolitana";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";5,32;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE OSORNO";"I MUNICIPALIDAD DE OSORNO";4587532;"Municipio";"Los Lagos";"Osorno";"Osorno";18;657789;5506805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";36;"Declaración";2018;5466790;"MI GRAN CHILE";"JAIME PATRICIO PINNINGHOFF AZÓCAR GESTION AMBIENTAL             EMPRESA INDIVIDUAL | MI GRAN CHILE";"Osorno";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE VILLARRICA";"I MUNICIPALIDAD DE VILLARRICA";1986455;"Municipio";"Araucanía";"Cautín";"Villarrica";18;739151;5648121;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";3,5;"Declaración";2018;5451966;"CENTRO DE RECICLAJE ANTOFAGASTA";"GERDAU AZA S A | CENTRO DE RECICLAJE ANTOFAGASTA";"Antofagasta";"Antofagasta"
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Municipio";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Preparación para reutilización";"Valorización";3,32;"Declaración";2018;NA;"";"PHOENIX BRIK ONG";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE FRUTILLAR";"ILUSTRE MUNICIPALIDAD DE FRUTILLAR";912280;"Municipio";"Los Lagos";"Llanquihue";"Frutillar";18;665510;5444271;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";0,26;"Declaración";2018;NA;"";"Reciclame Limitad";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE COMBARBALÁ";"ILUSTRE MUNICIPALIDAD DE COMBARBALÁ";1871531;"Municipio";"Coquimbo";"Limarí";"Combarbalá";19;308922;6548818;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Vertedero";"Eliminación";5232;"Declaración";2018;NA;"";"ILIUSTRE MUNICIPALIDAD DE COMBARBALA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE HUASCO";"I MUNICIPALIDAD DE HUASCO";880201;"Municipio";"Atacama";"Huasco";"Huasco";19;282719;6849124;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";3384,78;"Declaración";2018;NA;"";"Ilustre Municipalidad de Vallenar";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VILLA ALEMANA";"I MUNICIPALIDAD DE VILLA ALEMANA";4055174;"Municipio";"Valparaíso";"Marga Marga";"Villa Alemana";19;276782;6340442;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";46363;"Declaración";2018;NA;"";"EMPRESA DE ASEO SANTA TERESITA SPA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAS CABRAS";"ILUSTRE MUNICIPALIDAD DE LAS CABRAS";4054484;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Las Cabras";19;287466;6203048;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";9775,28;"Declaración";2018;NA;"";"Proactiva Servicios Urbanos S.A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";0,42;"Declaración";2018;NA;"";"ANDRES ADASME COMERCIALIZADORA DE PRODUCTOS PLASTICOS";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE ANGOL";"ILUSTRE MUNICIPALIDAD DE ANGOL";19771;"Municipio";"Araucanía";"Malleco";"Angol";18;703045;5812689;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";10,23;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE ANGOL";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHONCHI";"ILUSTRE MUNICIPALIDAD DE CHONCHI";911518;"Municipio";"Los Lagos";"Chiloé";"Chonchi";18;600551;5280292;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2755;"Declaración";2018;NA;"";"Vertedero Municipal Chonchi";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";881994;"Municipio";"Valparaíso";"Petorca";"La Ligua";19;290221;6407507;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";7,7;"Declaración";2018;NA;"";"Miguel Angel Lazcano Cepeda";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";"I MUNICIPALIDAD DE SAN MIGUEL";253465;"Municipio";"Metropolitana";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Madera distinta de la especificada en el código 20 01 37";"Preparación para reutilización";"Valorización";219,66;"Declaración";2018;NA;"";"TIRSA S.A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE";"I MUNICIPALIDAD DE CHIGUAYANTE";1866116;"Municipio";"Biobío";"Concepción";"Chiguayante";18;676885;5908325;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";40,05;"Declaración";2018;NA;"";"Bioreciclin";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE JUAN FERNÁNDEZ";"I MUNICIPALIDAD DE JUAN FERNANDEZ";430912;"";"Valparaíso";"Valparaíso";"Juan Fernández";17;701126;6275959;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Incineración sin recuperación de energía";"Eliminación";217;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE JUAN FERNANDEZ";"";""
"Municipio";"MUNICIPALIDAD DE LA REINA";"ILUSTRE MUNICIPALIDAD DE LA REINA";4053499;"Municipio";"Metropolitana";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,001;"Declaración";2018;NA;"";"INVERSIONES ATELCURA SPA.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VITACURA";"I MUNICIPALIDAD DE VITACURA";4086144;"Municipio";"Metropolitana";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";80,73;"Declaración";2018;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SIERRA GORDA";"I MUNICIPALIDAD DE SIERRA GORDA";4085544;"Municipio";"Antofagasta";"Antofagasta";"Sierra Gorda";19;413896;7419293;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";2356;"Declaración";2018;NA;"";"Vertedero Municipal localidad de Sierra Gorda";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS LAGOS";"I MUNICIPALIDAD DE LOS LAGOS";911603;"Municipio";"Los Ríos";"Valdivia";"Los Lagos";18;686715;5585185;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";6657;"Declaración";2018;NA;"";"servicio mecanizado de aseo y roce ltda.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";"I MUNICIPALIDAD DE SAN JAVIER";3022593;"Municipio";"Maule";"Linares";"San Javier";19;252437;6057744;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";12354,16;"Declaración";2018;NA;"";"Ecosweep Ltda.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OVALLE";"MUNICIPALIDAD DE OVALLE";879726;"Municipio";"Coquimbo";"Limarí";"Ovalle";19;289376;6612193;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";1,689;"Declaración";2018;NA;"";"Bruno Eccher Torres";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";"I MUNICIPALIDAD DE CONSTITUCION";3023790;"Municipio";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de Papel y Cartón";"Valorización";0,0426;"Declaración";2018;NA;"";"SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";3023087;"Municipio";"Maule";"Linares";"Yerbas Buenas";19;266376;6040692;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";"Valorización";3,421;"Declaración";2018;NA;"";"RECICLAJE TALCA LIMITADA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CALAMA";"I MUNICIPALIDAD DE CALAMA";881992;"Municipio";"Antofagasta";"El Loa";"Calama";19;507639;7515887;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";59260,2;"Declaración";2018;NA;"";"SOCOAL CHILE";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"MUNICIPALIDAD DE PUERTO MONTT";"I MUNICIPALIDAD DE PUERTO MONTT";5464295;"Municipio";"Los Lagos";"Llanquihue";"Puerto Montt";18;671925;5407141;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,91;"Declaración";2018;NA;"";"PUERTO PLASTIC";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TEMUCO";"I MUNICIPALIDAD DE TEMUCO";1965235;"Municipio";"Araucanía";"Cautín";"Temuco";18;709441;5709773;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";150;"Declaración";2018;NA;"";"Comercial Morcas Ltda.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";142;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";"I MUNICIPALIDAD DE CONSTITUCION";3023790;"Municipio";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";10201,2;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN VERTEDERO MUNICIPAL VIÑALES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VITACURA";"I MUNICIPALIDAD DE VITACURA";4086144;"Municipio";"Metropolitana";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";796,34;"Declaración";2018;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SANTA MARÍA";"ILUSTRE MUNICIPALIDAD DE SANTA MARÍA";4054475;"Municipio";"Valparaíso";"San Felipe de Aconcagua";"Santa María";19;344601;6375543;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";7514;"Declaración";2018;NA;"";"Ilustre Municipalidad de Santa Maria";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OSORNO";"I MUNICIPALIDAD DE OSORNO";4587532;"Municipio";"Los Lagos";"Osorno";"Osorno";18;657789;5506805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";11;"Declaración";2018;NA;"";"RECICLAJE RAHUE";"";""
