"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"rubro_retc";"ciiu6";"ciiu4";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"I MUNICIPALIDAD DE RENGO";"ILUSTRE MUNICIPALIDAD DE RENGO";3022584;"Gestores de residuos";"Recogida de desechos no peligrosos";"Recogida de desechos no peligrosos";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Rengo";19;329023;6190944;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";6;"Declaración";2019;NA;"";"Oscar Remijio Diaz Zagal ";"";""
"Municipio";"I MUNICIPALIDAD DE QUELLON";"ILUSTRE MUNICIPALIDAD DE QUELLÓN";911612;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Chiloé";"Quellón";18;612426;5225123;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";5,1;"Declaración";2019;NA;"";"Ilustre municipalidad de Castro";"";""
"Municipio";"I MUNICIPALIDAD DE LOS SAUCES";"ILUSTRE MUNICIPALIDAD DE LOS SAUCES";1964130;"Gestores de residuos";"Recogida de desechos no peligrosos";"Recogida de desechos no peligrosos";"Araucanía";"Malleco";"Los Sauces";18;690192;5794291;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";2736;"Declaración";2019;NA;"";"JORGE HUGO ARNABOLDI CACERES ";"";""
"Municipio";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Linares";"San Javier";19;252437;6057744;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";4,183;"Declaración";2019;NA;"";"Natural Cycle Limitada";"";""
"Municipio";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Linares";"San Javier";19;252437;6057744;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";0,635;"Declaración";2019;NA;"";"Natural Cycle Limitada";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUINCHAO";"ILUSTRE MUNICIPALIDAD DE QUINCHAO";911614;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Chiloé";"Quinchao";18;629376;5289207;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";4032;"Declaración";2019;NA;"";"Ilustre Municipalidad de Quinchao";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAÑARAL";"ILUSTRE MUNICIPALIDAD DE CHAÑARAL";880196;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Atacama";"Chañaral";"Chañaral";19;338114;7085172;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Basural";"Eliminación";17048;"Declaración";2019;NA;"";"Ilustre Municipalidad de Chañaral ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALCAHUANO";"ILUSTRE MUNICIPALIDAD DE TALCAHUANO";1963655;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Talcahuano";18;668541;5935105;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";2,8;"Declaración";2019;NA;"";"Pulired";"";""
"Municipio";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Preparación para reutilización";"Valorización";1192,83;"Declaración";2019;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";"Valorización";102,4;"Declaración";2019;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Preparación para reutilización";"Valorización";62,8;"Declaración";2019;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VICUÑA";"ILUSTRE MUNICIPALIDAD DE VICUÑA";879725;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Elqui";"Vicuña";19;334777;6676243;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de papel, cartón y productos de papel";"Valorización";3,05;"Declaración";2019;NA;"";"GESTIÓN DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ AZOCAR E.I.R.L.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VICUÑA";"ILUSTRE MUNICIPALIDAD DE VICUÑA";879725;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Elqui";"Vicuña";19;334777;6676243;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de papel, cartón y productos de papel";"Valorización";0,141;"Declaración";2019;NA;"";"GESTIÓN DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ AZOCAR E.I.R.L.";"";""
"Municipio";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";"Peñaflor";19;323839;6279867;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";"Valorización";2,12;"Declaración";2019;NA;"";"BIOPROCESS CHILE SPA";"";""
"Municipio";"I MUNICIPALIDAD DE VILCUN";"ILUSTRE MUNICIPALIDAD DE VILCÚN";1965236;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Vilcún";18;741435;5716126;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";430;"Declaración";2019;NA;"";"MUNICIPALIDAD DE VILCÚN";"";""
"Municipio";"I MUNICIPALIDAD DE CHIGUAYANTE";"ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE";1866116;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Chiguayante";18;676885;5908325;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";53,3;"Declaración";2019;NA;"";"REPLAST";"";""
"Municipio";"I MUNICIPALIDAD DE CONSTITUCION";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";3023790;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";5,52;"Declaración";2019;NA;"";"SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA";"";""
"Municipio";"I MUNICIPALIDAD DE CONSTITUCION";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";3023790;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";20,3;"Declaración";2019;NA;"";"SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA";"";""
"Municipio";"I MUNICIPALIDAD DE CONSTITUCION";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";3023790;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Reciclaje de papel, cartón y productos de papel";"Valorización";0,19;"Declaración";2019;NA;"";"SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA";"";""
"Municipio";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Limarí";"Monte Patria";19;312512;6602580;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";13861;"Declaración";2019;NA;"";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA ";"";""
"Municipio";"I MUNICIPALIDAD DE PERQUENCO";"ILUSTRE MUNICIPALIDAD DE PERQUENCO";1965231;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Perquenco";18;728859;5744156;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35";"Reciclaje de Aparatos eléctricos y electrónicos";"Valorización";0,945;"Declaración";2019;NA;"";"RECHTRONIC SPA";"";""
"Municipio";"I MUNICIPALIDAD DE OSORNO";"ILUSTRE MUNICIPALIDAD DE OSORNO";4587532;"Otras actividades";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social";"Los Lagos";"Osorno";"Osorno";18;657789;5506805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,82;"Declaración";2019;NA;"";"JAIME PATRICIO PINNINGHOFF AZOCAR GESTION AMBIENTAL EIRL";"";""
"Municipio";"I MUNICIPALIDAD DE OSORNO";"ILUSTRE MUNICIPALIDAD DE OSORNO";4587532;"Otras actividades";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social";"Los Lagos";"Osorno";"Osorno";18;657789;5506805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de papel, cartón y productos de papel";"Valorización";160,2;"Declaración";2019;NA;"";"JAIME PATRICIO PINNINGHOFF AZOCAR GESTION AMBIENTAL EIRL";"";""
"Municipio";"I MUNICIPALIDAD DE NANCAGUA";"MUNICIPALIDAD DE NANCAGUA";5478404;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Colchagua";"Nancagua";19;297948;6163267;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";60,5;"Declaración";2019;NA;"";"quinplast santa cruz SpA";"";""
"Municipio";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Viña del Mar";19;261471;6343214;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Preparación para reutilización";"Valorización";0,396;"Declaración";2019;NA;"";"Phoenix brick";"";""
"Municipio";"I MUNICIPALIDAD DE COPIAPO";"ILUSTRE MUNICIPALIDAD DE COPIAPÓ";880197;"Otras actividades";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales";"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social";"Atacama";"Copiapó";"Copiapó";19;368610;6972805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";58319,65;"Declaración";2019;NA;"";"ILUSTRE MUNICIPALIDAD DE COPIAPÓ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD MELIPEUCO";"ILUSTRE MUNICIPALIDAD DE MELIPEUCO";5441035;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Melipeuco";19;266311;5696166;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";1980;"Declaración";2019;NA;"";"I. Municipalidad de Cunco";"";""
"Municipio";"I MUNICIPALIDAD DE LAS CABRAS";"ILUSTRE MUNICIPALIDAD DE LAS CABRAS";4054484;"Otras actividades";"Otras actividades de servicios personales n.c.p.";"Otras actividades de servicios personales n.c.p.";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Las Cabras";19;287466;6203048;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";8860,96;"Declaración";2019;NA;"";"Proactiva Servicios Urbanos S.A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHANCO";"ILUSTRE MUNICIPALIDAD DE CHANCO";3023791;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Cauquenes";"Chanco";18;723086;6042826;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1880;"Declaración";2019;NA;"";"VERTEDERO MUNICIPAL KM 6 VIÑALES ";"";""
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Preparación para reutilización";"Valorización";7,2;"Declaración";2019;NA;"";"Green Libros SPA";"";""
"Municipio";"I MUNICIPALIDAD DE MOSTAZAL";"MUNICIPALIDAD DE MOSTAZAL";4054481;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Mostazal";19;341868;6238732;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Recepción de Lodos en PTAS";"Eliminación";952;"Declaración";2019;NA;"";"ESSBIO SA";"";""
"Municipio";"I MUNICIPALIDAD DE MARIQUINA";"ILUSTRE MUNICIPALIDAD DE MARIQUINA";1986195;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Valdivia";"Mariquina";18;675126;5621437;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Preparación para reutilización";"Valorización";4,95;"Declaración";2019;NA;"";"Ingeniería y Construcción G2 ltda.";"";""
"Municipio";"I MUNICIPALIDAD DE SIERRA GORDA";"ILUSTRE MUNICIPALIDAD DE SIERRA GORDA";4085544;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Antofagasta";"Antofagasta";"Sierra Gorda";19;413896;7419293;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2005;"Declaración";2019;NA;"";"Vertedero Municipal Localidad de Baquedano";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALTAL";"ILUSTRE MUNICIPALIDAD DE TALTAL";881993;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Antofagasta";"Antofagasta";"Taltal";19;350470;7189097;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";10041;"Declaración";2019;NA;"";"Vertedero Municipal de Taltal";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CONTULMO";"ILUSTRE MUNICIPALIDAD DE CONTULMO";1964125;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Contulmo";18;655471;5790998;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";15,88;"Declaración";2019;NA;"";"CRISTORO MAIPU SPA";"";""
"Municipio";"I MUNICIPALIDAD DE OLLAGUE";"ILUSTRE MUNICIPALIDAD DE OLLAGÜE";4085540;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Antofagasta";"El Loa";"Ollagüe";19;577334;7652692;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";46,8;"Declaración";2019;NA;"";"Municipalidad de Ollague ";"";""
"Municipio";"I MUNICIPALIDAD DE VALLENAR";"ILUSTRE MUNICIPALIDAD DE VALLENAR";5441425;"Otras actividades";"Otras actividades de servicios personales n.c.p.";"Otras actividades de servicios personales n.c.p.";"Atacama";"Huasco";"Vallenar";19;329317;6836074;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";31575,57;"Declaración";2019;NA;"";"ilustre municipalidad de Vallenar";"";""
"Municipio";"I MUNICIPALIDAD DE RIO CLARO";"ILUSTRE MUNICIPALIDAD DE RÍO CLARO";3022590;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";"Río Claro";19;294537;6093726;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";3579,53;"Declaración";2019;NA;"";"Sociedad Arquitectura y Paisajismo Rio Maule Limitada";"";""
"Municipio";"I MUNICIPALIDAD DE PUENTE ALTO";"MUNICIPALIDAD DE PUENTE ALTO";5463019;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Cordillera";"Puente Alto";19;353437;6281861;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje de aceites y grasas comestibles";"Valorización";10,8;"Declaración";2019;NA;"";"CONSTRUCTORA DAVID ALEJANDRO ELGUETA ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE ALTO BIOBÍO";"ILUSTRE MUNICIPALIDAD DE ALTO BIOBÍO";4183158;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Biobío";"Biobío";"Alto Biobío";19;267911;5804371;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Relleno sanitario";"Eliminación";1190;"Declaración";2019;NA;"";"KDMSA";"";""
"Municipio";"I MUNICIPALIDAD DE RIO HURTADO";"ILUSTRE MUNICIPALIDAD DE RÍO HURTADO";879728;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Limarí";"Río Hurtado";19;312954;6634272;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";102,6;"Declaración";2019;NA;"";"Servicios Tasui S.A.";"";""
"Municipio";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Linares";"San Javier";19;252437;6057744;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";3,1584;"Declaración";2019;NA;"";"Natural Cycle Limitada";"";""
"Municipio";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Linares";"San Javier";19;252437;6057744;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de Papel y Cartón";"Valorización";0,9397;"Declaración";2019;NA;"";"Natural Cycle Limitada";"";""
"Municipio";"I MUNICIPALIDAD DE HUASCO";"ILUSTRE MUNICIPALIDAD DE HUASCO";880201;"Gestores de residuos";"Recogida de desechos no peligrosos";"Recogida de desechos no peligrosos";"Atacama";"Huasco";"Huasco";19;282719;6849124;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";3612;"Declaración";2019;NA;"";"Ilustre Municipalidad de Vallenar";"";""
"Municipio";"MUNICIPALIDAD DE OVALLE";"ILUSTRE MUNICIPALIDAD DE OVALLE";879726;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Limarí";"Ovalle";19;289376;6612193;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";48389;"Declaración";2019;NA;"";"Servicios Tasui S.A.";"";""
